ticks,slope_disp_mean,disp0_mean,variance_pheno_logit_disp0,variance_pheno_disp_slope,heritability,fecundity,K,reproduction,seedID,pxcor,N_predispersal,N_postdispersal,N_sedentary,N_allele0_pre,N_allele1_pre,N_allele0_post,N_allele1_post,mean_genotype_logit_disp0,var_genotype_logit_disp0,mean_noise_logit_disp0,var_noise_logit_disp0,mean_genotype_disp_slope,var_genotype_disp_slope,mean_noise_disp_slope,var_noise_disp_slope,agent,breed,present_front,new_front,v_f,replicateID,Location_full
1,0,0.2,1,1,0,5,500,sexual,8,1,0,137,0,0,0,134,140,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 1 1
1,0,0.2,1,1,0,5,500,sexual,8,0,500,363,0,497,503,363,363,-1.3862943611198937,9.682911912782961e-30,-0.050988905314679187,1.112500815574841,0,0,0.04488004127657304,1.044084286781411,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 0 1
10,0,0.2,1,1,0,5,500,sexual,8,6,494,500,0,572,416,565,435,-1.3862943611198937,9.68314760232242e-30,-0.010629276253007705,0.9999883788157844,0,0,0.023840665350506628,0.8725232464140582,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 6 10
10,0,0.2,1,1,0,5,500,sexual,8,1,487,592,0,426,548,511,673,-1.3862943611198937,9.683429928646607e-30,0.008364811729536225,0.8826628107566938,0,0,-0.08994030380680035,1.0130985078693762,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 1 10
10,0,0.2,1,1,0,5,500,sexual,8,7,477,424,0,555,399,501,347,-1.3862943611198937,9.68384765637117e-30,0.03770334786445264,1.018181467202351,0,0,0.0730844944832937,0.9197381666088156,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 7 10
10,0,0.2,1,1,0,5,500,sexual,8,2,551,555,0,525,577,531,579,-1.3862943611198937,9.681116172755498e-30,0.027862318257409716,1.0608524063601141,0,0,0.05101536135731845,0.9797243037034216,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 2 10
10,0,0.2,1,1,0,5,500,sexual,8,3,569,527,0,573,565,522,532,-1.3862943611198937,9.680559374325277e-30,0.07765129281700325,1.0184548717403634,0,0,0.04149982837147024,0.9721963053194437,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 3 10
10,0,0.2,1,1,0,5,500,sexual,8,5,532,526,0,603,461,603,449,-1.3862943611198937,9.681744857486505e-30,0.045870853052281335,0.9533380653044478,0,0,-0.11532457712131525,1.0926503085119357,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 5 10
10,0,0.2,1,1,0,5,500,sexual,8,4,523,550,0,564,482,590,510,-1.3862943611198937,9.682058629357696e-30,-0.026587490816094246,0.8825237909052381,0,0,-0.06626523803517949,1.1108004846478579,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 4 10
10,0,0.2,1,1,0,5,500,sexual,8,9,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 9 10
10,0,0.2,1,1,0,5,500,sexual,8,0,532,441,0,431,633,366,516,-1.3862943611198937,9.681744857486505e-30,-0.021764418963650226,0.9589616450269772,0,0,0.029905516677840704,1.0457765076346262,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 0 10
10,0,0.2,1,1,0,5,500,sexual,8,8,65,107,0,65,65,117,97,-1.3862943611198904,5.007417855406813e-32,-0.15093083038947208,0.9000921190313258,0,0,-0.09114355924006427,1.1163856799953644,patches,NA,9,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0_sexual_8,slope_0_d0_0.2_VP_1_h2_0_sexual_8 8 10
1,0,0.2,1,1,0.3,5,500,sexual,8,1,0,129,0,0,0,119,139,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 1 1
1,0,0.2,1,1,0.3,5,500,sexual,8,0,500,371,0,497,503,378,364,-1.3662440511593221,0.14535171274152747,-0.042660378873523,0.77875057090239,0.005742504107835217,0.16114771459457675,0.03754933652530803,0.7308590007469877,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 0 1
10,0,0.2,1,1,0.3,5,500,sexual,8,2,542,529,0,526,558,527,531,-1.298396740489786,0.14179341203697718,0.08264285114599508,0.6420566191158957,0.02238479518745798,0.17984468176278634,0.008074599246276928,0.6508640415683636,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 2 10
10,0,0.2,1,1,0.3,5,500,sexual,8,5,506,506,0,684,328,642,370,-1.0681883682220406,0.16399124513009009,0.027031247662663356,0.5690011602110775,0.26561564629171236,0.1931344607026698,0.014447041518127854,0.6240116635785973,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 5 10
10,0,0.2,1,1,0.3,5,500,sexual,8,6,514,525,0,615,413,632,418,-0.8932723172561247,0.15349061392747876,0.031208453371777016,0.6076993156971399,0.3443247419728215,0.21927668908593642,-0.013443674819825852,0.6659429775651621,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 6 10
10,0,0.2,1,1,0.3,5,500,sexual,8,8,268,281,0,272,264,293,269,-0.5147907408064886,0.11136824297646467,0.042804886960953276,0.726383280644125,0.21652636931230013,0.31365070248550936,0.03916731752773777,0.7246696140061978,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 8 10
10,0,0.2,1,1,0.3,5,500,sexual,8,7,568,474,0,633,503,550,398,-0.7463714183108302,0.13036939756329022,-0.016638783616984204,0.6841983720210677,0.24635941965191838,0.22546917948008685,0.027141606968189583,0.6440475267185309,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 7 10
10,0,0.2,1,1,0.3,5,500,sexual,8,4,459,454,0,563,355,567,341,-1.0748647259198392,0.16782283820061214,-0.006638530194129574,0.6454926748037547,0.19975141390822873,0.2138951616083774,-0.012189009774992146,0.7191602842052357,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 4 10
10,0,0.2,1,1,0.3,5,500,sexual,8,9,15,76,0,16,14,77,75,-0.18894154213514242,0.0018781324195124203,-0.0651882125528969,0.6800208424230515,-0.6159785369835105,0.16520876889836633,0.05472359375406171,0.5222334877705174,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 9 10
10,0,0.2,1,1,0.3,5,500,sexual,8,10,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 10 10
10,0,0.2,1,1,0.3,5,500,sexual,8,0,478,411,0,449,507,388,434,-1.3711680587980404,0.15104222181522156,0.03392416572073227,0.7547930308612486,-0.03540988357262899,0.16487478811235703,0.02405883786628585,0.6433906149293369,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 0 10
10,0,0.2,1,1,0.3,5,500,sexual,8,3,451,475,0,513,389,538,412,-1.2721934973951872,0.18255193740705092,0.0071525801005507764,0.6244834933995247,0.17120795835564037,0.16611006085040994,-3.9729622903972333e-4,0.6709507280447687,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 3 10
10,0,0.2,1,1,0.3,5,500,sexual,8,1,483,551,0,483,483,538,564,-1.334827200544077,0.1549952883445454,0.08952157433899886,0.7674379168965982,0.04702304060155455,0.16295831572862363,-0.03978039316821219,0.7986165916145763,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8,slope_0_d0_0.2_VP_1_h2_0.3_sexual_8 1 10
1,0,0.2,1,1,1,5,500,sexual,8,1,0,112,0,0,0,111,113,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 1 1
1,0,0.2,1,1,1,5,500,sexual,8,0,500,388,0,497,503,386,390,-1.3496876709519816,0.484505709138425,0,0,0.010484330121424757,0.5371590486485894,0,0,patches,NA,1,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 0 1
10,0,0.2,1,1,1,5,500,sexual,8,8,570,580,0,629,511,617,543,0.19383035510216756,0.3188599255984479,0,0,1.1061436542783347,0.42081978076418675,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 8 10
10,0,0.2,1,1,1,5,500,sexual,8,10,0,240,0,0,0,282,198,0,0,0,0,0,0,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 10 10
10,0,0.2,1,1,1,5,500,sexual,8,3,497,528,0,460,534,463,593,-0.6923076320316753,0.5296205604226815,0,0,0.5553540527348997,0.4698547691485599,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 3 10
10,0,0.2,1,1,1,5,500,sexual,8,6,466,466,0,444,488,452,480,0.021770746378616364,0.35230043083792506,0,0,0.9005011027850823,0.458446759699791,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 6 10
10,0,0.2,1,1,1,5,500,sexual,8,2,500,498,0,406,594,428,568,-0.8481933604489622,0.4519901370523304,0,0,0.46914914576108596,0.46766995612549733,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 2 10
10,0,0.2,1,1,1,5,500,sexual,8,4,523,421,0,465,581,373,469,-0.360422943895613,0.4746633873179383,0,0,0.766533763538665,0.5057830061823708,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 4 10
10,0,0.2,1,1,1,5,500,sexual,8,0,477,441,0,461,493,430,452,-1.2384845918804133,0.5808424037440796,0,0,-0.13052341520616698,0.5508932802631,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 0 10
10,0,0.2,1,1,1,5,500,sexual,8,5,449,509,0,412,486,463,555,-0.21898719040960277,0.4636971548500511,0,0,0.7669691961036453,0.4215833994850064,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 5 10
10,0,0.2,1,1,1,5,500,sexual,8,9,570,300,0,662,478,350,250,0.5206578107772024,0.23448784442577003,0,0,1.1255319246755169,0.3537231339692277,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 9 10
10,0,0.2,1,1,1,5,500,sexual,8,7,507,515,0,515,499,547,483,0.1583961586213911,0.39466128204141177,0,0,0.9311071124967281,0.4252185824750177,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 7 10
10,0,0.2,1,1,1,5,500,sexual,8,1,510,571,0,447,573,496,646,-1.0751789500157385,0.4603054200643811,0,0,0.3178747520840719,0.5093252706727261,0,0,patches,NA,10,yes,0.8015532512838388,slope_0_d0_0.2_VP_1_h2_1_sexual_8,slope_0_d0_0.2_VP_1_h2_1_sexual_8 1 10
1,1,0.1,0,0,0,5,500,sexual,8,0,500,379,0,497,503,373,385,-2.1972245773362227,1.2647068620777743e-29,0,0,1,0,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 0 1
1,1,0.1,0,0,0,5,500,sexual,8,1,0,121,0,0,0,124,118,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 1 1
10,1,0.1,0,0,0,5,500,sexual,8,3,508,495,0,585,431,552,438,-2.1972245773362244,2.8455006380043126e-29,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 3 10
10,1,0.1,0,0,0,5,500,sexual,8,1,452,521,0,496,408,577,465,-2.197224577336215,1.6009853360283637e-29,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 1 10
10,1,0.1,0,0,0,5,500,sexual,8,2,465,475,0,550,380,550,400,-2.197224577336215,1.6008860988765845e-29,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 2 10
10,1,0.1,0,0,0,5,500,sexual,8,6,641,550,0,557,725,500,600,-2.197224577336246,7.349844787335366e-28,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 6 10
10,1,0.1,0,0,0,5,500,sexual,8,0,502,431,0,545,459,480,382,-2.197224577336223,1.6006318427194002e-29,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 0 10
10,1,0.1,0,0,0,5,500,sexual,8,5,483,508,0,521,445,517,499,-2.197224577336219,0,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 5 10
10,1,0.1,0,0,0,5,500,sexual,8,8,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 8 10
10,1,0.1,0,0,0,5,500,sexual,8,7,145,201,0,117,173,163,239,-2.197224577336216,9.730654047908488e-30,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 7 10
10,1,0.1,0,0,0,5,500,sexual,8,4,487,497,0,479,495,506,488,-2.19722457733622,7.904840758078863e-31,0,0,1,0,0,0,patches,NA,8,yes,0.5672940233630375,slope_1_d0_0.1_VP_0_h2_0_sexual_8,slope_1_d0_0.1_VP_0_h2_0_sexual_8 4 10
1,1,0.1,1,1,0,5,500,sexual,8,0,500,337,0,497,503,328,346,-2.1972245773362227,1.2647068620777743e-29,-0.050988905314679187,1.112500815574841,1,0,0.04488004127657304,1.044084286781411,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 0 1
1,1,0.1,1,1,0,5,500,sexual,8,1,0,163,0,0,0,169,157,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 1 1
10,1,0.1,1,1,0,5,500,sexual,8,5,489,532,0,416,562,476,588,-2.1972245773362205,1.778574202806185e-30,0.016045857160632195,0.9498418243785804,1,0,0.02031902880574632,1.0760485723418163,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 5 10
10,1,0.1,1,1,0,5,500,sexual,8,2,510,515,0,522,498,543,487,-2.197224577336225,3.339485335019598e-29,-0.01655887957904408,1.0350097875698407,1,0,0.02828232325167334,0.8572576983031494,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 2 10
10,1,0.1,1,1,0,5,500,sexual,8,4,521,497,0,539,503,498,496,-2.197224577336227,6.402061357929216e-29,-0.014611649399249194,0.9836725809125163,1,0,-0.006279693694428498,1.0161075149990961,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 4 10
10,1,0.1,1,1,0,5,500,sexual,8,0,586,451,0,529,643,421,481,-2.197224577336238,3.652742884015553e-28,0.031628971044433095,0.9216406844741566,1,0,-0.008037932140104757,0.9706933896941914,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 0 10
10,1,0.1,1,1,0,5,500,sexual,8,1,474,599,0,489,459,580,618,-2.197224577336217,4.940804295385301e-30,0.06345916453821762,1.042386333928292,1,0,0.030415316074272447,1.1439984672369221,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 1 10
10,1,0.1,1,1,0,5,500,sexual,8,8,31,73,0,29,33,61,85,-2.1972245773362196,2.0378906718209474e-31,-0.15037337127635061,0.9520251362091913,1,0,-0.3180831505438064,0.7090589788790798,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 8 10
10,1,0.1,1,1,0,5,500,sexual,8,6,580,515,0,542,618,468,562,-2.1972245773362373,3.320913667410976e-28,0.03258034409703955,1.070679368580657,1,0,0.013720502364382315,0.9645813070938584,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 6 10
10,1,0.1,1,1,0,5,500,sexual,8,3,503,523,0,541,465,547,499,-2.1972245773362236,1.976080853217973e-29,-0.052116913226424824,0.9762692956806527,1,0,0.010316568377917577,1.0065364866889248,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 3 10
10,1,0.1,1,1,0,5,500,sexual,8,7,469,458,0,391,547,404,512,-2.197224577336216,9.684194691711576e-30,-0.06768404177362453,0.9166908135901914,1,0,-0.04456874588420869,0.9701698012991886,patches,NA,8,no,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0_sexual_8,slope_1_d0_0.1_VP_1_h2_0_sexual_8 7 10
1,1,0.1,1,1,0.3,5,500,sexual,8,0,500,362,0,497,503,373,351,-2.1771742673756513,0.14535171274152747,-0.042660378873523,0.77875057090239,1.0057425041078356,0.1611477145945769,0.03754933652530803,0.7308590007469877,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 0 1
1,1,0.1,1,1,0.3,5,500,sexual,8,1,0,138,0,0,0,124,152,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 1 1
10,1,0.1,1,1,0.3,5,500,sexual,8,1,466,535,0,468,464,514,556,-2.156654346668202,0.15799112044533514,-0.03468486152944448,0.6884922851855458,0.9978835584401357,0.18263635777920573,0.05817282351384239,0.6424413777011949,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 1 10
10,1,0.1,1,1,0.3,5,500,sexual,8,3,519,503,0,458,580,441,565,-1.987392379077021,0.23581315920209964,0.11432608101955107,0.7103432189765626,1.1123560548409652,0.19223765474531196,0.0689524909957193,0.7256634205970834,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 3 10
10,1,0.1,1,1,0.3,5,500,sexual,8,8,202,300,0,201,203,314,286,-1.4330284606233732,0.12123157323182072,-0.02397242317555818,0.6519400268449129,1.5566663506684675,0.20941774533430835,-9.39153233236195e-4,0.6860722753572605,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 8 10
10,1,0.1,1,1,0.3,5,500,sexual,8,4,502,540,0,424,580,476,604,-1.8443135971499012,0.2874010154365719,-0.015244103710157851,0.7376752910283996,1.1332781404328722,0.22421594151599256,0.033890877412562984,0.6091497828650684,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 4 10
10,1,0.1,1,1,0.3,5,500,sexual,8,6,491,573,0,500,482,563,583,-1.6684449422688445,0.1782335729979172,-0.020766836978516445,0.6868208909778613,1.282199175067052,0.21084978293869513,-0.0014463551327542812,0.6851462106941454,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 6 10
10,1,0.1,1,1,0.3,5,500,sexual,8,2,480,501,0,446,514,488,514,-2.1131458252495485,0.18518503600089511,-0.004504103606793589,0.678289604667094,1.0620778010078653,0.17826947913190114,-0.0014331228185834315,0.6863754525227335,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 2 10
10,1,0.1,1,1,0.3,5,500,sexual,8,9,0,31,0,0,0,30,32,0,0,0,0,0,0,0,0,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 9 10
10,1,0.1,1,1,0.3,5,500,sexual,8,7,600,392,0,605,595,386,398,-1.5659187650767608,0.14648908808787045,-0.05068865950140227,0.6382487403739582,1.443678110945779,0.22619867077115066,0.03504203865218713,0.7238936491180845,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 7 10
10,1,0.1,1,1,0.3,5,500,sexual,8,0,546,478,0,511,581,445,511,-2.216637407496112,0.15232603616761725,-0.11943064835821265,0.6531331842523114,0.9029209239450455,0.17199020050086125,-0.016418021975783764,0.5856854232526749,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 0 10
10,1,0.1,1,1,0.3,5,500,sexual,8,5,496,449,0,439,553,395,503,-1.7550048962314395,0.22537241062518934,-0.012242946458774233,0.6628378505056532,1.2813103948571531,0.20643466833478205,-0.00940842666957937,0.6976131415413878,patches,NA,9,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8,slope_1_d0_0.1_VP_1_h2_0.3_sexual_8 5 10
1,1,0.1,1,1,1,5,500,sexual,8,0,500,356,0,497,503,355,357,-2.1606178871683097,0.484505709138425,0,0,1.0104843301214248,0.5371590486485894,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 0 1
1,1,0.1,1,1,1,5,500,sexual,8,1,0,144,0,0,0,142,146,0,0,0,0,0,0,0,0,patches,NA,1,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 1 1
10,1,0.1,1,1,1,5,500,sexual,8,10,0,102,0,0,0,158,46,0,0,0,0,0,0,0,0,patches,NA,10,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 10 10
10,1,0.1,1,1,1,5,500,sexual,8,7,550,544,0,744,356,720,368,-0.9936850800934613,0.37901397292930994,0,0,2.1210417658394305,0.5784496882956526,0,0,patches,NA,10,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 7 10
10,1,0.1,1,1,1,5,500,sexual,8,5,463,488,0,621,305,669,307,-1.3153347951059158,0.4430044519582181,0,0,1.9528156889515553,0.59465972157960445,0,0,patches,NA,10,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 5 10
10,1,0.1,1,1,1,5,500,sexual,8,9,285,323,0,447,123,467,179,-0.40959918809359047,0.16009847560080054,0,0,2.3949399269424823,0.47157526374565484,0,0,patches,NA,10,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 9 10
10,1,0.1,1,1,1,5,500,sexual,8,6,420,483,0,591,249,657,309,-1.055113960828011,0.38551251437825124,0,0,2.0763928442264996,0.5446544721636283,0,0,patches,NA,10,yes,0.5672940233630375,slope_1_d0_0.1_VP_1_h2_1_sexual_8,slope_1_d0_0.1_VP_1_h2_1_sexual_8 6 10
